Day,Product variant SKU at time of sale,Net items sold
10/16/2025,TD440060U,1
10/16/2025,TDWFP022,1
10/16/2025,TDWFP005,3
10/16/2025,TDWFP015,15
10/16/2025,TDW3670,2
10/16/2025,TD718060U,2
10/16/2025,TD128090U,1
10/16/2025,TD635060U,1
10/16/2025,TD125030U,9
10/16/2025,TDWB004,2
10/16/2025,TDWC007,1
10/16/2025,TDWFP019,2
10/16/2025,TD125030U,4
10/16/2025,TDWFP005,4
10/16/2025,TDWFP019,1
10/16/2025,TDWFP020,3
10/16/2025,TDWFP013,4
10/16/2025,TDWFP020,18
10/16/2025,T172060U,2
10/16/2025,TDW2300,5
10/16/2025,TDWM001,5
10/16/2025,TDWG003,1
10/16/2025,TD266060U,1
10/16/2025,TDWFP011,19
10/16/2025,TDWFP019,11
10/16/2025,TDW3670,1
10/16/2025,TD578060U,2
10/16/2025,TDWFP014,1
10/16/2025,TDWFP006,1
10/16/2025,TDWG001,1
10/16/2025,TD523120U,2
10/16/2025,TDWFP009,1
10/16/2025,TD527030U,8
10/16/2025,TDWFP007,13
10/16/2025,TD128090U,1
10/16/2025,TD440060U,4
10/16/2025,TD525060U,1
10/16/2025,TD482060U,6
10/16/2025,TDWB019,6
10/16/2025,TDWFP008,3
10/16/2025,TDW3670,1
10/16/2025,TD760030U,1
10/16/2025,TDWFP006,4
10/16/2025,T172060U,1
10/16/2025,TDWFP014,39
10/16/2025,TD718060U,1
10/16/2025,TD760030U,1
10/16/2025,TD250060U,2
10/16/2025,TDWFP020,3
10/16/2025,TDWFP008,15
10/16/2025,TD525060U,1
10/16/2025,TDWFP002,1
10/16/2025,TDWFP022,13
10/16/2025,TD524120U,1
10/16/2025,TDWB006,1
10/16/2025,TDWFP001.1,15
10/16/2025,TD918060U,1
10/16/2025,TDWFP002,11
10/16/2025,TD578060U,1
10/16/2025,TD125060U,3
10/16/2025,TDWFP007,18
10/16/2025,TDWFP012.1,7
10/16/2025,TD145060U,2
10/16/2025,TDWFP022,6
10/16/2025,TDWFP016,1
10/16/2025,TD250120U,3
10/16/2025,TDWFP009,3
10/16/2025,TDWFP023,3
10/16/2025,TDWFP011,4
10/16/2025,TDWFP021,9
10/16/2025,TD125030U,4
10/16/2025,TD524120U,5
10/16/2025,TDWFP015,17
10/15/2025,TDWFP020,12
10/15/2025,TDWFP002,18
10/15/2025,TDW4680,1
10/15/2025,TDW4682,3
10/15/2025,TDWFP008,4
10/15/2025,TDW2300,2
10/15/2025,TDWM001,1
10/15/2025,TDWFP011,17
10/15/2025,TD125060U,6
10/15/2025,TDWFP019,6
10/15/2025,TDWFP016,2
10/15/2025,TDWFP003,2
10/15/2025,TDWFP028,5
10/15/2025,TDWFP006,2
10/15/2025,TDWFP004,3
10/15/2025,TD524120U,4
10/15/2025,TDWFP015,11
10/15/2025,TDWFP011,6
10/15/2025,TDWFP007,16
10/15/2025,TDWB004,1
10/15/2025,TDW3670,4
10/15/2025,TD529060U,1
10/15/2025,TD440060U,3
10/15/2025,TD527030U,4
10/15/2025,TDWFP021,20
10/15/2025,TDWFP015,9
10/15/2025,TD718060U,2
10/15/2025,TDWFP014,1
10/15/2025,TD718060U,1
10/15/2025,TDWFP010,2
10/15/2025,TD525060U,1
10/15/2025,TDWFP005,3
10/15/2025,TDWFP019,3
10/15/2025,TD125030U,3
10/15/2025,T172060U,3
10/15/2025,TD523120U,1
10/15/2025,TDWFP024,2
10/15/2025,TDWFP001.1,4
10/15/2025,TDWFP013,6
10/15/2025,TDWFP007,12
10/15/2025,TDWFP006,1
10/15/2025,TDWFP009,7
10/15/2025,TDWFP005,2
10/15/2025,TD145060U,2
10/15/2025,TDWFP022,1
10/15/2025,TDWFP008,1
10/15/2025,TDWFP012.1,5
10/15/2025,TDWFP014,2
10/15/2025,TD527030U,4
10/15/2025,TD250120U,5
10/15/2025,TDWFP023,5
10/15/2025,TDWFP009,2
10/15/2025,TD485060U,1
10/15/2025,TD125030U,5
10/15/2025,TDWFP021,2
10/15/2025,TD523120U,1
10/15/2025,TDWFP001,31
10/15/2025,TDWFP013,1
10/15/2025,TD525060U,5
10/15/2025,TD440060U,4
10/15/2025,TDWFP006,12
10/15/2025,TDWB019,12
10/15/2025,TD482060U,3
10/15/2025,TDWFP022,3
10/15/2025,TDWFP014,21
10/15/2025,TDWB002,1
10/15/2025,TD250060U,7
10/15/2025,TD125030U,10
10/15/2025,TD635060U,1
10/15/2025,TDWFP010,1
10/15/2025,TDWFP020,2
10/15/2025,TDWFP020,4
10/15/2025,TDWFP019,3
10/15/2025,TDWFP022,20
10/15/2025,TD524120U,1
10/15/2025,TDWFP008,9
10/15/2025,TD578060U,1
10/15/2025,TDW4680,17
10/15/2025,TD145060U,2
10/15/2025,TDW4680,2
10/15/2025,TD125060U,2
10/15/2025,TD250060U,15
10/15/2025,TD250120U,2
10/15/2025,T172060U,5
10/15/2025,TDWFP003,61
10/15/2025,TDWFP021,2
10/15/2025,TDWFP003,1
10/15/2025,TDWFP002,8
10/15/2025,TD250120U,6
10/15/2025,TDW2300,2
10/15/2025,TDWFP016,16
10/15/2025,TDWB020,12
10/15/2025,TDWFP019.1,6
10/15/2025,TDW0910,23
10/15/2025,TDWFP023,3
10/15/2025,TD250060U,1
10/15/2025,TDWFP010,45
10/15/2025,TDWFP010,27
10/15/2025,TDW0910,14
10/15/2025,TDW2075,4
10/15/2025,TDW4680,1
10/15/2025,TD578060U,5
10/15/2025,TD918060U,1
10/15/2025,TD524120U,2
10/15/2025,TDWFP013,1
10/15/2025,TDWFP024,2
10/15/2025,TD250060U,35
10/15/2025,TDWFP012,5
10/15/2025,TDWC004,1
10/15/2025,TDWFP008,28
10/15/2025,TDWFP001,2
10/15/2025,TDWB003,2
10/15/2025,TDWFP011,4
10/15/2025,TDWFP002,28
10/15/2025,TDW4680,1
10/15/2025,TD527030U,4
10/15/2025,TDWC010,1
10/15/2025,TDWFP015,1
10/15/2025,TDW0910,8
10/15/2025,TD482060U,1
10/15/2025,TDW2075,4
10/15/2025,TDWFP013,3
10/15/2025,TDWFP015,1
10/15/2025,TDWFP011,11
10/15/2025,TD760030U,2
10/15/2025,TDWFP024,5
10/15/2025,TD440060U,9
10/15/2025,TDWFP001,36
10/15/2025,TDWFP006,11
10/15/2025,TDW2075,4
10/15/2025,TD918060U,2
10/15/2025,TDWFP024,0
10/15/2025,TDWFP010,10
10/15/2025,TD250060U,2
10/15/2025,TDWFP024,56
10/15/2025,TDWFP003,1
10/15/2025,TDWFP017,9
10/15/2025,T172060U,7
10/15/2025,TDWFP012,9
10/15/2025,TDWFP001,15
10/15/2025,TD523120U,2
10/15/2025,TD360060U,1
10/15/2025,TD635060U,1
10/15/2025,GYGR001,3
10/15/2025,TDWFP012,2
10/15/2025,TD128090U,1
10/15/2025,TD360060U,1
10/15/2025,TDWFP004,7
10/15/2025,TD125060U,1
10/15/2025,TDWFP013,14
10/15/2025,TDWFP016,1
10/15/2025,TDWFP004,3
10/14/2025,TDWFP005,3
10/14/2025,TDWFP004,1
10/14/2025,TDWFP019,4
10/14/2025,TD145060U,2
10/14/2025,TD718060U,2
10/14/2025,TDWFP008,1
10/14/2025,TD125030U,3
10/14/2025,TDW4680,5
10/14/2025,TDWFP006,2
10/14/2025,TDWFP010,1
10/14/2025,GYGR002,2
10/14/2025,TDWFP003,2
10/14/2025,TDWFP021,3
10/14/2025,TDWFP007,4
10/14/2025,TDWFP002,4
10/14/2025,TDW3670,2
10/14/2025,TD718060U,4
10/14/2025,TD250120U,20
10/14/2025,TDWFP005,1
10/14/2025,TDWFP015,17
10/14/2025,TDW4680,1
10/14/2025,TDWFP017,1
10/14/2025,TD440060U,3
10/14/2025,TD524120U,1
10/14/2025,TDW2300,5
10/14/2025,TDWB004,1
10/14/2025,TDWFP021,16
10/14/2025,TDWFP002,1
10/14/2025,TDWFP023,1
10/14/2025,TDW3670,10
10/14/2025,TDWFP016,1
10/14/2025,TD482060U,1
10/14/2025,TDWFP010,36
10/14/2025,TDW0910,4
10/14/2025,TDWFP017,1
10/14/2025,TDWG001,2
10/14/2025,TDWFP006,2
10/14/2025,TDWFP003,1
10/14/2025,TD578060U,2
10/14/2025,TDWB018,1
10/14/2025,TDWFP019,7
10/14/2025,TDWFP011,11
10/14/2025,TDWB003,1
10/14/2025,TDWFP012,6
10/14/2025,TD250060U,38
10/14/2025,TDWFP024,2
10/14/2025,TDW2300,4
10/14/2025,TDWM001,3
10/14/2025,TD360060U,1
10/14/2025,TDWFP008,15
10/14/2025,TDWFP008,7
10/14/2025,TDWFP016,1
10/14/2025,TDWFP011,3
10/14/2025,TDWFP020,11
10/14/2025,TDW2300,1
10/14/2025,TD524120U,1
10/14/2025,TDWFP022,13
10/14/2025,TDWFP008,16
10/14/2025,TDW2075,1
10/14/2025,TDWFP020,3
10/14/2025,TDWB002,1
10/14/2025,TD250060U,5
10/14/2025,TDWFP014,23
10/14/2025,TDW0910,1
10/14/2025,TDWFP022,2
10/14/2025,TDWFP006,13
10/14/2025,TD440060U,8
10/14/2025,TD760030U,2
10/14/2025,TDW2075,9
10/14/2025,TDWB019,4
10/14/2025,TD482060U,4
10/14/2025,TDW4680,1
10/14/2025,TDWFP006,11
10/14/2025,TDWFP024,14
10/14/2025,TD525060U,3
10/14/2025,TDWFP023,1
10/14/2025,TD440060U,2
10/14/2025,TD125030U,2
10/14/2025,TDWFP021,2
10/14/2025,TDWFP023,2
10/14/2025,TDWFP009,10
10/14/2025,TD485060U,1
10/14/2025,TD250120U,2
10/14/2025,TD527030U,2
10/14/2025,TDWFP009,1
10/14/2025,TDWFP022,3
10/14/2025,TDWFP012.1,11
10/14/2025,TD128090U,2
10/14/2025,TD360060U,3
10/14/2025,TDWFP007,8
10/14/2025,TD266060U,1
10/14/2025,TDWFP007,1
10/14/2025,TDWFP014,2
10/14/2025,TDWFP001.1,5
10/14/2025,TD918060U,2
10/14/2025,TDWFP001.1,10
10/14/2025,TDWFP024,1
10/14/2025,TDWFP004,27
10/14/2025,TDWFP002,26
10/14/2025,TDWFP021,1
10/14/2025,TD527030U,3
10/14/2025,TDWFP002,34
10/14/2025,TDWB003,1
10/14/2025,TD559060U,2
10/14/2025,TDWC004,1
10/14/2025,TD145060U,1
10/14/2025,TDWG002,2
10/14/2025,TDWFP020,2
10/14/2025,TD524120U,1
10/14/2025,TD125060U,4
10/14/2025,GYGR002,1
10/14/2025,TDWFP003,1
10/14/2025,TDWFP016,6
10/14/2025,TD578060U,1
10/14/2025,TDWFP015,88
10/14/2025,TD524120U,3
10/14/2025,TDWFP019,2
10/14/2025,TD559060U,1
10/14/2025,TDW2075,2
10/14/2025,TDWFP011,1
10/14/2025,TDWFP010,49
10/14/2025,TDW0910,14
10/14/2025,TDWFP007,11
10/14/2025,TDWFP019.1,9
10/14/2025,TDWFP016,11
10/14/2025,TD527030U,10
10/14/2025,TDWFP011,1
10/14/2025,TDWFP012,1
10/14/2025,TDWFP002,14
10/14/2025,TDWFP003,61
10/14/2025,TD760030U,1
10/14/2025,TD718060U,2
10/14/2025,TD250060U,14
10/14/2025,GYGR001,2
10/14/2025,T172060U,3
10/14/2025,TD525060U,2
10/14/2025,TD250120U,10
10/14/2025,TDW4680,12
10/14/2025,TD360060U,4
10/14/2025,TD125060U,4
10/14/2025,TDWFP013,1
10/14/2025,T172060U,6
10/14/2025,TDWFP016,1
10/14/2025,TDWFP013,6
10/14/2025,TDWFP013,36
10/14/2025,TD529060U,1
10/14/2025,TDWFP005,4
10/14/2025,TDWFP024,1
10/14/2025,TD266060U,1
10/14/2025,TD125060U,1
10/14/2025,TDWFP009,2
10/14/2025,TDWFP004,3
10/14/2025,TDWFP011,3
10/14/2025,GYGR001,2
10/14/2025,TDWFP014,1
10/14/2025,TDWFP012,1
10/14/2025,TD360060U,2
10/14/2025,TDW4682,1
10/14/2025,TD250060U,1
10/14/2025,TD523120U,2
10/14/2025,TDWFP001,19
10/14/2025,T172060U,1
10/14/2025,TDWFP001,51
10/14/2025,TDWFP017,11
10/14/2025,TDWFP012,7
10/14/2025,TDWFP010,10
10/14/2025,TD918060U,1
10/14/2025,TDWFP024,54
10/14/2025,TDWFP006,1
10/14/2025,TDWFP022,7
10/14/2025,TDWFP001,49
10/14/2025,TD266060U,1
10/14/2025,TD760030U,2
10/14/2025,TDW3670,1
10/14/2025,TDWFP024,5
10/14/2025,TDWB004,1
10/14/2025,TDWT001,1
10/14/2025,TDWFP001,4
10/14/2025,TDWG003,1
10/14/2025,TDWFP011,5
10/14/2025,TD125030U,5
10/14/2025,TDWFP013,3
10/14/2025,TDWFP020,11
10/14/2025,TDW2075,8
10/14/2025,TDWFP019,8
10/14/2025,TDWFP023,1
10/14/2025,TDW0910,6
10/14/2025,TDWFP015,10
10/13/2025,TDW0910,25
10/13/2025,TDWFP019.1,7
10/13/2025,TDWFP016,14
10/13/2025,TDWFP001,15
10/13/2025,TDWFP022,3
10/13/2025,TDWFP002,14
10/13/2025,TD125030U,8
10/13/2025,TDWB004,2
10/13/2025,TDWFP003,1
10/13/2025,TDWFP003,65
10/13/2025,TD250060U,1
10/13/2025,T172060U,4
10/13/2025,TD250120U,8
10/13/2025,TD250060U,20
10/13/2025,TD360060U,2
10/13/2025,TDWFP019,5
10/13/2025,TD125060U,5
10/13/2025,TDWFP020,14
10/13/2025,TDW4680,11
10/13/2025,TD527030U,3
10/13/2025,TDWFP002,44
10/13/2025,TDWB003,1
10/13/2025,TDWFP013,1
10/13/2025,TD145060U,4
10/13/2025,TDWC004,1
10/13/2025,T172060U,4
10/13/2025,TDWG002,5
10/13/2025,TDWFP009,1
10/13/2025,TD524120U,5
10/13/2025,T172060U,1
10/13/2025,TDWFP012,1
10/13/2025,TDWFP021,1
10/13/2025,TDW2075,2
10/13/2025,TD523120U,2
10/13/2025,TDWFP010,79
10/13/2025,TDWFP012,11
10/13/2025,TDWFP013,1
10/13/2025,TD527030U,7
10/13/2025,T172060U,2
10/13/2025,TDWFP017,14
10/13/2025,TDWFP024,51
10/13/2025,TDWFP007,10
10/13/2025,TDWFP010,16
10/13/2025,TDWFP024,-1
10/13/2025,TD266060U,1
10/13/2025,TDWFP001,80
10/13/2025,TD578060U,1
10/13/2025,TD718060U,1
10/13/2025,TDWFP024,5
10/13/2025,TDWFP013,5
10/13/2025,TDWG003,8
10/13/2025,TD482060U,1
10/13/2025,TDW2075,10
10/13/2025,TDW0910,5
10/13/2025,TDWFP015,2
10/13/2025,TD559060U,1
10/13/2025,TDWFP016,1
10/13/2025,TDWFP002,25
10/13/2025,TDWFP013,36
10/13/2025,TD578060U,2
10/13/2025,TD125060U,2
10/13/2025,TDWFP004,6
10/13/2025,TDWFP016,1
10/13/2025,TDWFP012,2
10/13/2025,GYGR001,1
10/13/2025,TD360060U,1
10/13/2025,TDWFP001,1
10/13/2025,TDWFP001,23
10/13/2025,TDWFP011,2
10/13/2025,TDWFP015,3
10/13/2025,TD524120U,2
10/13/2025,TDWFP004,2
10/13/2025,TDWFP006,1
10/13/2025,TDWG001,2
10/13/2025,TDWFP019,10
10/13/2025,TDWFP011,11
10/13/2025,TDWFP017,-1
10/13/2025,TD485060U,2
10/13/2025,TDW2300,5
10/13/2025,TDWM001,5
10/13/2025,TD360060U,2
10/13/2025,TDWFP008,6
10/13/2025,TDWFP004,8
10/13/2025,TDWFP020,12
10/13/2025,TDW2300,3
10/13/2025,TDWFP001.1,2
10/13/2025,TD125030U,6
10/13/2025,TDWFP023,1
10/13/2025,TDWFP005,5
10/13/2025,TDWFP019,3
10/13/2025,TD718060U,3
10/13/2025,GYGR002,3
10/13/2025,TD128090U,1
10/13/2025,TD360060U,1
10/13/2025,TDW3670,3
10/13/2025,TD718060U,4
10/13/2025,TDWFP024,5
10/13/2025,TDW2075,8
10/13/2025,TDWFP006,11
10/13/2025,TD440060U,11
10/13/2025,TDWFP015,22
10/13/2025,TDWFP021,30
10/13/2025,TD440060U,3
10/13/2025,TDWB004,2
10/13/2025,TDWFP009,1
10/13/2025,TDW3670,12
10/13/2025,TDWFP021,3
10/13/2025,TD125030U,8
10/13/2025,TDWFP016,1
10/13/2025,TDW0910,1
10/13/2025,TD482060U,2
10/13/2025,TDWFP009,10
10/13/2025,TDWFP010,33
10/13/2025,TD485060U,2
10/13/2025,TDWFP023,6
10/13/2025,TD250120U,4
10/13/2025,TD527030U,3
10/13/2025,TDWFP012.1,3
10/13/2025,TDWFP012,1
10/13/2025,TD250060U,24
10/13/2025,TD145060U,4
10/13/2025,TDWFP022,9
10/13/2025,TDWFP007,15
10/13/2025,TDWFP011,2
10/13/2025,TD918060U,6
10/13/2025,TDWFP001.1,2
10/13/2025,TD578060U,1
10/13/2025,TDWFP008,15
10/13/2025,TD523120U,1
10/13/2025,TDWFP008,38
10/13/2025,TDWFP022,20
10/13/2025,TDWB006,1
10/13/2025,TDW4680,1
10/13/2025,TDWFP020,2
10/13/2025,TD250060U,5
10/13/2025,TDWFP014,21
10/13/2025,TDWFP021,2
10/13/2025,TD482060U,4
10/13/2025,TDWB019,15
10/13/2025,TDWFP006,12
10/13/2025,TD760030U,1
10/13/2025,TD440060U,8
10/13/2025,TDWB017,1
10/13/2025,TD128090U,2
10/13/2025,TD250120U,10
10/13/2025,TD525060U,5
10/13/2025,TDWFP014,3
10/13/2025,TDW2300,2
10/12/2025,TDWFP019,15
10/12/2025,TDWFP011,20
10/12/2025,TDWFP007,1
10/12/2025,TDW2300,2
10/12/2025,TDWFP008,3
10/12/2025,TDWFP013,3
10/12/2025,TDWFP020,6
10/12/2025,T172060U,3
10/12/2025,TD523120U,2
10/12/2025,TD760030U,1
10/12/2025,TDWFP004,3
10/12/2025,TD578060U,1
10/12/2025,TD718060U,2
10/12/2025,TDWFP022,4
10/12/2025,TDWFP005,2
10/12/2025,TDWFP015,11
10/12/2025,TDWFP021,25
10/12/2025,TD440060U,1
10/12/2025,TDWFP009,3
10/12/2025,TDWFP001,34
10/12/2025,TDW3670,5
10/12/2025,TD125030U,4
10/12/2025,TDWFP005,3
10/12/2025,TDWFP019,3
10/12/2025,TD718060U,1
10/12/2025,TDWFP020,3
10/12/2025,TDWFP019,4
10/12/2025,TD125030U,11
10/12/2025,TDWB004,2
10/12/2025,TDWFP007,1
10/12/2025,TDWFP012.1,7
10/12/2025,TD125060U,2
10/12/2025,TD145060U,1
10/12/2025,TDWFP022,2
10/12/2025,TDWFP007,16
10/12/2025,TDWB018,1
10/12/2025,TD918060U,1
10/12/2025,TDWFP001.1,12
10/12/2025,TDWFP002,24
10/12/2025,TDWFP021,3
10/12/2025,TD125030U,8
10/12/2025,TD524120U,1
10/12/2025,TDWFP015,3
10/12/2025,TDWFP009,6
10/12/2025,TD485060U,1
10/12/2025,TDWFP011,5
10/12/2025,TDWFP023,3
10/12/2025,TDWFP016,1
10/12/2025,TD250120U,1
10/12/2025,TD527030U,2
10/12/2025,TD482060U,4
10/12/2025,TDWFP002,4
10/12/2025,TDWB019,7
10/12/2025,TDWFP006,11
10/12/2025,TD440060U,2
10/12/2025,TD128090U,2
10/12/2025,TDW3670,2
10/12/2025,TDWFP017,2
10/12/2025,TDWFP023,1
10/12/2025,TD527030U,6
10/12/2025,TDWFP007,2
10/12/2025,TDWFP007,7
10/12/2025,TDWFP008,15
10/12/2025,TDWFP022,13
10/12/2025,TDWFP020,2
10/12/2025,TD525060U,3
10/12/2025,TD250060U,9
10/12/2025,TD718060U,3
10/12/2025,TDWFP014,35
10/12/2025,TDWFP002,6
10/12/2025,TDWFP003,78
10/12/2025,T172060U,1
10/12/2025,TD529060U,1
10/12/2025,TD250120U,5
10/12/2025,TD250060U,15
10/12/2025,TDWFP021,1
10/12/2025,TD525060U,1
10/12/2025,TD125060U,2
10/12/2025,TDW4680,13
10/12/2025,TDW0910,21
10/12/2025,TDWFP019.1,36
10/12/2025,TDWFP016,10
10/12/2025,TDWFP024,2
10/12/2025,TD440060U,11
10/12/2025,TDW2075,8
10/12/2025,TDWFP006,8
10/12/2025,GYGR001,1
10/12/2025,TDWFP001.1,1
10/12/2025,TD918060U,4
10/12/2025,TD578060U,2
10/12/2025,TDWFP010,49
10/12/2025,TDWFP002,25
10/12/2025,TD527030U,6
10/12/2025,TDWFP004,3
10/12/2025,TDWFP024,1
10/12/2025,TD485060U,2
10/12/2025,TD524120U,4
10/12/2025,TD128090U,1
10/12/2025,TD360060U,4
10/12/2025,TDWFP024,4
10/12/2025,TDWFP012,1
10/12/2025,TD760030U,4
10/12/2025,TDWFP011,6
10/12/2025,TDWFP013,5
10/12/2025,TDWG003,2
10/12/2025,TDWFP021,3
10/12/2025,TDW2075,1
10/12/2025,TD145060U,2
10/12/2025,TDW0910,5
10/12/2025,TDWFP015,4
10/12/2025,TDW4680,2
10/12/2025,TDWFP023,1
10/12/2025,TDWFP012,5
10/12/2025,T172060U,1
10/12/2025,TDWFP017,9
10/12/2025,TDWFP024,43
10/12/2025,TDW2300,2
10/12/2025,TDWFP010,7
10/12/2025,TD266060U,2
10/12/2025,TDWFP001,37
10/12/2025,TD250120U,10
10/12/2025,TDWFP012,2
10/12/2025,GYGR001,1
10/12/2025,TD360060U,3
10/12/2025,TDW0910,1
10/12/2025,TD523120U,1
10/12/2025,TDWFP001,16
10/12/2025,TD485060U,1
10/12/2025,TDWFP010,33
10/12/2025,TDWB016,1
10/12/2025,TD482060U,6
10/12/2025,TDWFP011,3
10/12/2025,TDWFP008,19
10/12/2025,TDWFP013,26
10/12/2025,TDWFP012,1
10/12/2025,TD250060U,32
10/12/2025,TD529060U,1
10/12/2025,TDWFP004,4
10/11/2025,TD918060U,1
10/11/2025,TDWFP001,7
10/11/2025,TDWFP010,43
10/11/2025,TD482060U,2
10/11/2025,TDW2075,2
10/11/2025,TDWFP010,39
10/11/2025,TDW0910,3
10/11/2025,TD250120U,1
10/11/2025,TDWFP012.1,1
10/11/2025,TDWM004.1,3
10/11/2025,TDWFP002,21
10/11/2025,TDWFP008,21
10/11/2025,TD527030U,5
10/11/2025,TDWFP011,1
10/11/2025,TDWFP019,20
10/11/2025,TDWFP011,17
10/11/2025,TD145060U,1
10/11/2025,TDWFP020,18
10/11/2025,TDWG002,3
10/11/2025,TD524120U,4
10/11/2025,TDWFP012,4
10/11/2025,TD250060U,32
10/11/2025,TDWFP021,2
10/11/2025,TDWFP002,8
10/11/2025,TDWFP003,50
10/11/2025,TD250060U,16
10/11/2025,TD440060U,1
10/11/2025,TDW4680,3
10/11/2025,T172060U,3
10/11/2025,TD145060U,3
10/11/2025,TD250120U,5
10/11/2025,TDW4680,9
10/11/2025,TDWM003.2,1
10/11/2025,TD125060U,4
10/11/2025,TDW0910,14
10/11/2025,TDWFP019.1,20
10/11/2025,TDWFP013,1
10/11/2025,TDWFP015,57
10/11/2025,TDW2300,3
10/11/2025,TDWFP016,3
10/11/2025,TDWFP023,3
10/11/2025,TD482060U,1
10/11/2025,TDWG002,1
10/11/2025,TDWFP024,2
10/11/2025,TD250120U,15
10/11/2025,TD250120U,1
10/11/2025,TDWFP021,42
10/11/2025,TDWFP012,1
10/11/2025,GYGR001,1
10/11/2025,TDWFP012,2
10/11/2025,TD360060U,5
10/11/2025,TD523120U,1
10/11/2025,TDWFP001,7
10/11/2025,TDWFP007,1
10/11/2025,TDWFP016,3
10/11/2025,TDWFP004,3
10/11/2025,TDWFP013,24
10/11/2025,TD360060U,4
10/11/2025,TD128090U,2
10/11/2025,TD125060U,1
10/11/2025,TDWFP004,4
10/11/2025,TD760030U,1
10/11/2025,TDWFP024,12
10/11/2025,TDWFP013,8
10/11/2025,TDWFP022,17
10/11/2025,TDWFP014,27
10/11/2025,TDW2075,5
10/11/2025,TD482060U,4
10/11/2025,TDW0910,4
10/11/2025,TDWFP015,5
10/11/2025,T172060U,2
10/11/2025,TDWFP017,7
10/11/2025,TDWFP012,5
10/11/2025,TDWFP010,8
10/11/2025,TDWFP024,39
10/11/2025,TDW2075,12
10/11/2025,TDWFP006,9
10/11/2025,TD440060U,9
10/11/2025,TDW4680,19
10/11/2025,TDWFP001,44
10/11/2025,TD266060U,1
10/11/2025,TDW3670,1
10/11/2025,TD718060U,2
10/11/2025,TDW3670,4
10/11/2025,TDWFP005,1
10/11/2025,TDWM002,7
10/11/2025,TDWFP015,15
10/11/2025,TD440060U,2
10/11/2025,TDWFP007,6
10/11/2025,TDWFP021,14
10/11/2025,TD527030U,5
10/11/2025,TDWFP009,1
10/11/2025,TDW3670,3
10/11/2025,TDWFP005,8
10/11/2025,TD525060U,2
10/11/2025,TDWFP019,3
10/11/2025,TD125030U,2
10/11/2025,TDWFP003,54
10/11/2025,GYGR002,1
10/11/2025,TDWM004.2,1
10/11/2025,TD718060U,2
10/11/2025,TD128090U,1
10/11/2025,TD760030U,1
10/11/2025,TDWFP019,8
10/11/2025,TDWFP011,12
10/11/2025,TDWFP022,1
10/11/2025,TDWFP002,31
10/11/2025,TDWM001,7
10/11/2025,TDW2300,2
10/11/2025,TD125060U,5
10/11/2025,TDWFP002,22
10/11/2025,TDWFP008,4
10/11/2025,TD578060U,1
10/11/2025,TDWFP020,8
10/11/2025,TDW2300,1
10/11/2025,TDWFP011,5
10/11/2025,TD524120U,1
10/11/2025,TDWFP015,4
10/11/2025,TDWFP006,4
10/11/2025,TDWG001,2
10/11/2025,TDWFP016,4
10/11/2025,TD578060U,1
10/11/2025,TDWFP006,6
10/11/2025,TDWFP024,106
10/11/2025,TDWB019,4
10/11/2025,TDWFP012,8
10/11/2025,TDWFP022,3
10/11/2025,TD440060U,4
10/11/2025,TD128090U,3
10/11/2025,TDWFP001,34
10/11/2025,TDWFP001,16
10/11/2025,TD918060U,4
10/11/2025,TDWFP019,2
10/11/2025,TDWFP022,9
10/11/2025,TDWB006,2
10/11/2025,TDWFP020,4
10/11/2025,TDWFP008,11
10/11/2025,TDWFP020,1
10/11/2025,TDWB002,2
10/11/2025,TD250060U,4
10/11/2025,TD125030U,5
10/11/2025,TDWFP014,27
10/11/2025,TDWFP005,-1
10/11/2025,TDWFP022,3
10/11/2025,TDWFP002,3
10/11/2025,TDWFP012.1,2
10/11/2025,TDWFP007,7
10/11/2025,TDWFP004,40
10/11/2025,T172060U,3
10/11/2025,TD918060U,1
10/11/2025,TD523120U,1
10/11/2025,TDWFP013,2
10/11/2025,TDWFP001.1,19
10/11/2025,TDWM001,1
10/11/2025,TD125030U,6
10/11/2025,TDWFP021,3
10/11/2025,TDWFP023,3
10/11/2025,TDWFP009,3
10/11/2025,TD485060U,2
10/11/2025,TD250120U,3
10/11/2025,TDWFP014,2
10/11/2025,TD527030U,1
10/10/2025,TDWFP015,6
10/10/2025,TDWFP023,3
10/10/2025,TD524120U,1
10/10/2025,TDWFP003,3
10/10/2025,TDWFP011,3
10/10/2025,TD485060U,1
10/10/2025,TDWFP009,3
10/10/2025,TDWFP021,4
10/10/2025,TD125030U,8
10/10/2025,TD918060U,1
10/10/2025,TD250120U,2
10/10/2025,TDWFP016,4
10/10/2025,TDWFP007,7
10/10/2025,TDWFP022,4
10/10/2025,TD145060U,1
10/10/2025,TDWFP012.1,3
10/10/2025,TDWFP020,1
10/10/2025,TD578060U,1
10/10/2025,TDWFP001.1,14
10/10/2025,TDWFP002,23
10/10/2025,TD918060U,4
10/10/2025,TD525060U,1
10/10/2025,TDWFP020,8
10/10/2025,TDWFP012,1
10/10/2025,TDWFP022,6
10/10/2025,TDWFP008,21
10/10/2025,TDWFP014,35
10/10/2025,TDWB002,2
10/10/2025,TD250060U,11
10/10/2025,TD718060U,2
10/10/2025,TDW3670,1
10/10/2025,TDWFP023,2
10/10/2025,TD525060U,4
10/10/2025,TD440060U,12
10/10/2025,TD128090U,4
10/10/2025,TDWFP006,8
10/10/2025,TDWFP019.1,0
