,Day,SKU,Sold,Price,Cost,Status
1501,2025-11-16,TDWFP004,11,46.44,37.04,1
1502,2025-11-16,TDWFP021,14,38.1,8.81,1
1503,2025-11-16,TDWFP006,17,14.39,9.52,1
1504,2025-11-16,TDW3670,9,18.07,15.4,1
1505,2025-11-16,TDW2300,5,12.9,9.83,1
1506,2025-11-16,TD527030U,11,19.57,10.02,1
1507,2025-11-16,TDWFP012,9,42.57,32.61,1
1508,2025-11-16,TDW2075,13,18.98,4.13,1
1509,2025-11-16,TDWFP016,10,22.8,20.75,1
1510,2025-11-16,TD440060U,19,31.56,29.85,1
1511,2025-11-16,TDWFP014,11,35.79,22.5,1
1512,2025-11-16,TDWFP024,31,17.18,1.27,1
1513,2025-11-15,TDW3670,10,18.07,15.4,1
1514,2025-11-15,TDWFP019,13,10.87,2.22,1
1515,2025-11-15,TD360060U,2,49.93,25.28,1
1516,2025-11-15,TDWFP004,6,46.44,37.04,1
1517,2025-11-15,TDWFP003,64,32.46,9.59,1
1518,2025-11-15,TDWFP024,23,17.18,1.27,1
1519,2025-11-15,TDWFP002,57,33.86,23.15,1
1520,2025-11-15,TD125030U,12,13.26,3.48,1
1521,2025-11-15,TDWFP023,6,13.26,7.89,1
1522,2025-11-15,TDWFP001,64,43.92,11.16,1
1523,2025-11-15,TDWFP022,10,43.51,7.48,1
1524,2025-11-15,TDW2300,7,12.9,9.83,1
1525,2025-11-15,TD527030U,4,19.57,10.02,1
1526,2025-11-15,TDWFP008,19,45.39,12.37,1
1527,2025-11-15,TD440060U,15,31.56,29.85,1
1528,2025-11-15,TDWFP006,15,14.39,9.52,1
1529,2025-11-15,TDWFP015,28,47.34,39.14,1
1530,2025-11-15,TDWFP016,5,22.8,20.75,1
1531,2025-11-15,TDWFP020,8,48.09,28.37,1
1532,2025-11-15,TDW2075,8,18.98,4.13,1
1533,2025-11-15,TDW4680,12,33.04,1.56,1
1534,2025-11-15,TDWFP021,11,38.1,8.81,1
1535,2025-11-15,TDW0910,15,49.86,13.92,1
1536,2025-11-15,TD250120U,11,43.48,34.45,1
1537,2025-11-15,TDWFP014,14,35.79,22.5,1
1538,2025-11-15,TD125060U,9,49.75,43.82,1
1539,2025-11-15,TDWFP011,13,25.3,14.13,1
1540,2025-11-15,TDWFP010,62,43.28,30.23,1
1541,2025-11-15,TDWFP007,23,49.93,7.79,1
1542,2025-11-15,T172060U,3,17.61,7.17,1
1543,2025-11-15,TDWFP009,5,11.95,5.79,1
1544,2025-11-15,TDWFP012,7,42.57,32.61,1
1545,2025-11-15,TD250060U,37,49.94,29.87,1
1546,2025-11-14,TDWFP003,58,32.46,9.59,1
1547,2025-11-14,TDWFP011,19,25.3,14.13,1
1548,2025-11-14,TDWFP004,21,46.44,37.04,1
1549,2025-11-14,TDW2075,13,18.98,4.13,1
1550,2025-11-14,TDWFP015,71,47.34,39.14,1
1551,2025-11-14,TDWFP021,16,38.1,8.81,1
1552,2025-11-14,TDWFP001,65,43.92,11.16,1
1553,2025-11-14,TD250120U,15,43.48,34.45,1
1554,2025-11-14,TDWFP020,8,48.09,28.37,1
1555,2025-11-14,TDWFP022,18,43.51,7.48,1
1556,2025-11-14,TDW2300,5,12.9,9.83,1
1557,2025-11-14,TDWFP016,13,22.8,20.75,1
1558,2025-11-14,TD527030U,11,19.57,10.02,1
1559,2025-11-14,TDWFP023,4,13.26,7.89,1
1560,2025-11-14,TD125060U,4,49.75,43.82,1
1561,2025-11-14,TDW3670,8,18.07,15.4,1
1562,2025-11-14,TD125030U,13,13.26,3.48,1
1563,2025-11-14,T172060U,10,17.61,7.17,1
1564,2025-11-14,TDW4680,19,33.04,1.56,1
1565,2025-11-14,TDWFP024,34,17.18,1.27,1
1566,2025-11-14,TDWFP014,9,35.79,22.5,1
1567,2025-11-14,TDWFP008,25,45.39,12.37,1
1568,2025-11-14,TD440060U,12,31.56,29.85,1
1569,2025-11-14,TD360060U,4,49.93,25.28,1
1570,2025-11-14,TDW0910,11,49.86,13.92,1
1571,2025-11-14,TDWFP012,7,42.57,32.61,1
1572,2025-11-14,TDWFP006,15,14.39,9.52,1
1573,2025-11-14,TDWFP007,33,49.93,7.79,1
1574,2025-11-14,TD250060U,57,49.94,29.87,1
1575,2025-11-14,TDWFP009,7,11.95,5.79,1
1576,2025-11-14,TDWFP019,12,10.87,2.22,1
1577,2025-11-14,TDWFP010,57,43.28,30.23,1
1578,2025-11-14,TDWFP002,49,33.86,23.15,1
1579,2025-11-13,TDW2300,6,12.9,9.83,1
1580,2025-11-13,TDWFP006,16,14.39,9.52,1
1581,2025-11-13,TDWFP012,17,42.57,32.61,1
1582,2025-11-13,TDWFP001,74,43.92,11.16,1
1583,2025-11-13,TD250060U,39,49.94,29.87,1
1584,2025-11-13,T172060U,6,17.61,7.17,1
1585,2025-11-13,TD360060U,9,49.93,25.28,1
1586,2025-11-13,TD125030U,14,13.26,3.48,1
1587,2025-11-13,TDWFP014,19,35.79,22.5,1
1588,2025-11-13,TDWFP020,13,48.09,28.37,1
1589,2025-11-13,TDWFP016,10,22.8,20.75,1
1590,2025-11-13,TDWFP003,90,32.46,9.59,1
1591,2025-11-13,TDW0910,14,49.86,13.92,1
1592,2025-11-13,TDWFP021,22,38.1,8.81,1
1593,2025-11-13,TDW2075,15,18.98,4.13,1
1594,2025-11-13,TDW4680,15,33.04,1.56,1
1595,2025-11-13,TDWFP002,74,33.86,23.15,1
1596,2025-11-13,TDWFP004,6,46.44,37.04,1
1597,2025-11-13,TD527030U,10,19.57,10.02,1
1598,2025-11-13,TDW3670,26,18.07,15.4,1
1599,2025-11-13,TDWFP022,16,43.51,7.48,1
1600,2025-11-13,TD440060U,10,31.56,29.85,1
1601,2025-11-13,TDWFP024,35,17.18,1.27,1
1602,2025-11-13,TDWFP019,17,10.87,2.22,1
1603,2025-11-13,TDWFP023,9,13.26,7.89,1
1604,2025-11-13,TD125060U,4,49.75,43.82,1
1605,2025-11-13,TDWFP010,85,43.28,30.23,1
1606,2025-11-13,TDWFP008,42,45.39,12.37,1
1607,2025-11-13,TD250120U,18,43.48,34.45,1
1608,2025-11-13,TDWFP011,10,25.3,14.13,1
1609,2025-11-13,TDWFP009,12,11.95,5.79,1
1610,2025-11-13,TDWFP007,29,49.93,7.79,1
1611,2025-11-13,TDWFP015,49,47.34,39.14,1
1612,2025-11-12,TDWFP020,14,48.09,28.37,1
1613,2025-11-12,TDW4680,14,33.04,1.56,1
1614,2025-11-12,TD527030U,7,19.57,10.02,1
1615,2025-11-12,TDWFP010,80,43.28,30.23,1
1616,2025-11-12,TDWFP011,31,25.3,14.13,1
1617,2025-11-12,TDWFP002,80,33.86,23.15,1
1618,2025-11-12,TDWFP004,8,46.44,37.04,1
1619,2025-11-12,T172060U,6,17.61,7.17,1
1620,2025-11-12,TDWFP024,28,17.18,1.27,1
1621,2025-11-12,TDWFP019,15,10.87,2.22,1
1622,2025-11-12,TDW0910,16,49.86,13.92,1
1623,2025-11-12,TDW2075,11,18.98,4.13,1
1624,2025-11-12,TD360060U,7,49.93,25.28,1
1625,2025-11-12,TDWFP008,49,45.39,12.37,1
1626,2025-11-12,TDWFP006,21,14.39,9.52,1
1627,2025-11-12,TD440060U,26,31.56,29.85,1
1628,2025-11-12,TDWFP014,11,35.79,22.5,1
1629,2025-11-12,TD250060U,34,49.94,29.87,1
1630,2025-11-12,TDWFP007,17,49.93,7.79,1
1631,2025-11-12,TDW3670,6,18.07,15.4,1
1632,2025-11-12,TDWFP015,24,47.34,39.14,1
1633,2025-11-12,TDWFP009,10,11.95,5.79,1
1634,2025-11-12,TD250120U,12,43.48,34.45,1
1635,2025-11-12,TDWFP016,13,22.8,20.75,1
1636,2025-11-12,TD125060U,3,49.75,43.82,1
1637,2025-11-12,TD125030U,8,13.26,3.48,1
1638,2025-11-12,TDWFP023,3,13.26,7.89,1
1639,2025-11-12,TDWFP012,4,42.57,32.61,1
1640,2025-11-12,TDWFP022,21,43.51,7.48,1
1641,2025-11-12,TDWFP003,74,32.46,9.59,1
1642,2025-11-12,TDWFP001,78,43.92,11.16,1
1643,2025-11-12,TDW2300,9,12.9,9.83,1
1644,2025-11-12,TDWFP021,21,38.1,8.81,1
1645,2025-11-11,TDWFP007,32,49.93,7.79,1
1646,2025-11-11,TD250060U,57,49.94,29.87,1
1647,2025-11-11,TDWFP022,7,43.51,7.48,1
1648,2025-11-11,TDWFP019,14,10.87,2.22,1
1649,2025-11-11,TDWFP012,11,42.57,32.61,1
1650,2025-11-11,TD125030U,18,13.26,3.48,1
1651,2025-11-11,TDWFP016,18,22.8,20.75,1
1652,2025-11-11,TDWFP024,33,17.18,1.27,1
1653,2025-11-11,TD440060U,16,31.56,29.85,1
1654,2025-11-11,TDWFP023,4,13.26,7.89,1
1655,2025-11-11,TDWFP009,5,11.95,5.79,1
1656,2025-11-11,TDW2075,25,18.98,4.13,1
1657,2025-11-11,TD125060U,5,49.75,43.82,1
1658,2025-11-11,TDW2300,6,12.9,9.83,1
1659,2025-11-11,TDWFP008,36,45.39,12.37,1
1660,2025-11-11,TDWFP006,26,14.39,9.52,1
1661,2025-11-11,TDWFP021,22,38.1,8.81,1
1662,2025-11-11,TDW4680,16,33.04,1.56,1
1663,2025-11-11,TDW3670,15,18.07,15.4,1
1664,2025-11-11,TD360060U,1,49.93,25.28,1
1665,2025-11-11,TDWFP002,99,33.86,23.15,1
1666,2025-11-11,TDWFP015,21,47.34,39.14,1
1667,2025-11-11,TDWFP011,35,25.3,14.13,1
1668,2025-11-11,TD250120U,19,43.48,34.45,1
1669,2025-11-11,TDWFP014,13,35.79,22.5,1
1670,2025-11-11,TDWFP010,150,43.28,30.23,1
1671,2025-11-11,TDWFP003,78,32.46,9.59,1
1672,2025-11-11,TD527030U,15,19.57,10.02,1
1673,2025-11-11,TDWFP004,9,46.44,37.04,1
1674,2025-11-11,T172060U,9,17.61,7.17,1
1675,2025-11-11,TDWFP020,15,48.09,28.37,1
1676,2025-11-11,TDWFP001,88,43.92,11.16,1
1677,2025-11-11,TDW0910,11,49.86,13.92,1
1678,2025-11-10,TD250060U,54,49.94,29.87,1
1679,2025-11-10,TDWFP019,18,10.87,2.22,1
1680,2025-11-10,TDW3670,8,18.07,15.4,1
1681,2025-11-10,TDWFP001,88,43.92,11.16,1
1682,2025-11-10,T172060U,7,17.61,7.17,1
1683,2025-11-10,TD360060U,7,49.93,25.28,1
1684,2025-11-10,TDWFP016,13,22.8,20.75,1
1685,2025-11-10,TDWFP014,23,35.79,22.5,1
1686,2025-11-10,TDWFP022,22,43.51,7.48,1
1687,2025-11-10,TDWFP024,27,17.18,1.27,1
1688,2025-11-10,TDW2075,25,18.98,4.13,1
1689,2025-11-10,TD125030U,10,13.26,3.48,1
1690,2025-11-10,TD440060U,18,31.56,29.85,1
1691,2025-11-10,TDW0910,16,49.86,13.92,1
1692,2025-11-10,TDWFP007,25,49.93,7.79,1
1693,2025-11-10,TD527030U,5,19.57,10.02,1
1694,2025-11-10,TDWFP010,81,43.28,30.23,1
1695,2025-11-10,TD250120U,12,43.48,34.45,1
1696,2025-11-10,TDWFP011,30,25.3,14.13,1
1697,2025-11-10,TDWFP004,18,46.44,37.04,1
1698,2025-11-10,TDWFP020,7,48.09,28.37,1
1699,2025-11-10,TDWFP002,78,33.86,23.15,1
1700,2025-11-10,TDWFP009,6,11.95,5.79,1
1701,2025-11-10,TDWFP015,24,47.34,39.14,1
1702,2025-11-10,TD125060U,6,49.75,43.82,1
1703,2025-11-10,TDWFP003,101,32.46,9.59,1
1704,2025-11-10,TDW4680,33,33.04,1.56,1
1705,2025-11-10,TDW2300,5,12.9,9.83,1
1706,2025-11-10,TDWFP008,33,45.39,12.37,1
1707,2025-11-10,TDWFP023,8,13.26,7.89,1
1708,2025-11-10,TDWFP012,15,42.57,32.61,1
1709,2025-11-10,TDWFP006,13,14.39,9.52,1
1710,2025-11-10,TDWFP021,24,38.1,8.81,1
1711,2025-11-09,TDWFP008,27,45.39,12.37,1
1712,2025-11-09,TDWFP006,19,14.39,9.52,1
1713,2025-11-09,TDWFP020,14,48.09,28.37,1
1714,2025-11-09,TDW0910,28,49.86,13.92,1
1715,2025-11-09,TDWFP002,77,33.86,23.15,1
1716,2025-11-09,TDW4680,13,33.04,1.56,1
1717,2025-11-09,TD250060U,65,49.94,29.87,1
1718,2025-11-09,TDWFP024,43,17.18,1.27,1
1719,2025-11-09,TDWFP021,22,38.1,8.81,1
1720,2025-11-09,TDWFP009,7,11.95,5.79,1
1721,2025-11-09,TD527030U,10,19.57,10.02,1
1722,2025-11-09,TDWFP007,24,49.93,7.79,1
1723,2025-11-09,TD125060U,3,49.75,43.82,1
1724,2025-11-09,TD440060U,15,31.56,29.85,1
1725,2025-11-09,TDW2300,8,12.9,9.83,1
1726,2025-11-09,TDWFP022,20,43.51,7.48,1
1727,2025-11-09,T172060U,5,17.61,7.17,1
1728,2025-11-09,TDWFP001,99,43.92,11.16,1
1729,2025-11-09,TDWFP012,9,42.57,32.61,1
1730,2025-11-09,TDWFP011,40,25.3,14.13,1
1731,2025-11-09,TDWFP015,25,47.34,39.14,1
1732,2025-11-09,TD250120U,17,43.48,34.45,1
1733,2025-11-09,TDWFP004,13,46.44,37.04,1
1734,2025-11-09,TD125030U,18,13.26,3.48,1
1735,2025-11-09,TDWFP010,87,43.28,30.23,1
1736,2025-11-09,TDWFP003,92,32.46,9.59,1
1737,2025-11-09,TDWFP016,9,22.8,20.75,1
1738,2025-11-09,TDW2075,19,18.98,4.13,1
1739,2025-11-09,TD360060U,9,49.93,25.28,1
1740,2025-11-09,TDWFP014,16,35.79,22.5,1
1741,2025-11-09,TDWFP023,6,13.26,7.89,1
1742,2025-11-09,TDWFP019,16,10.87,2.22,1
1743,2025-11-09,TDW3670,16,18.07,15.4,1
1744,2025-11-08,TD360060U,2,49.93,25.28,1
1745,2025-11-08,TD125030U,19,13.26,3.48,1
1746,2025-11-08,TD250060U,52,49.94,29.87,1
1747,2025-11-08,TDWFP024,26,17.18,1.27,1
1748,2025-11-08,TDWFP020,14,48.09,28.37,1
1749,2025-11-08,TDWFP009,5,11.95,5.79,1
1750,2025-11-08,TD527030U,11,19.57,10.02,1
1751,2025-11-08,TD440060U,9,31.56,29.85,1
1752,2025-11-08,TDWFP004,9,46.44,37.04,1
1753,2025-11-08,TDWFP019,14,10.87,2.22,1
1754,2025-11-08,TDWFP016,16,22.8,20.75,1
1755,2025-11-08,TDWFP003,51,32.46,9.59,1
1756,2025-11-08,TDWFP010,85,43.28,30.23,1
1757,2025-11-08,TDW2300,12,12.9,9.83,1
1758,2025-11-08,TDWFP002,52,33.86,23.15,1
1759,2025-11-08,TDW2075,22,18.98,4.13,1
1760,2025-11-08,TD250120U,17,43.48,34.45,1
1761,2025-11-08,TDWFP015,24,47.34,39.14,1
1762,2025-11-08,TDW3670,10,18.07,15.4,1
1763,2025-11-08,TDWFP012,12,42.57,32.61,1
1764,2025-11-08,TDWFP001,60,43.92,11.16,1
1765,2025-11-08,TDWFP011,8,25.3,14.13,1
1766,2025-11-08,T172060U,13,17.61,7.17,1
1767,2025-11-08,TDWFP023,5,13.26,7.89,1
1768,2025-11-08,TDWFP022,22,43.51,7.48,1
1769,2025-11-08,TDWFP007,23,49.93,7.79,1
1770,2025-11-08,TDW4680,12,33.04,1.56,1
1771,2025-11-08,TD125060U,10,49.75,43.82,1
1772,2025-11-08,TDWFP008,36,45.39,12.37,1
1773,2025-11-08,TDWFP014,13,35.79,22.5,1
1774,2025-11-08,TDW0910,16,49.86,13.92,1
1775,2025-11-08,TDWFP006,10,14.39,9.52,1
1776,2025-11-08,TDWFP021,12,38.1,8.81,1
1777,2025-11-07,TD125060U,5,49.75,43.82,1
1778,2025-11-07,TDWFP009,4,11.95,5.79,1
1779,2025-11-07,TDW2075,13,18.98,4.13,1
1780,2025-11-07,T172060U,6,17.61,7.17,1
1781,2025-11-07,TDW2300,6,12.9,9.83,1
1782,2025-11-07,TDWFP012,9,42.57,32.61,1
1783,2025-11-07,TD440060U,9,31.56,29.85,1
1784,2025-11-07,TDWFP004,11,46.44,37.04,1
1785,2025-11-07,TDWFP011,10,25.3,14.13,1
1786,2025-11-07,TDW3670,12,18.07,15.4,1
1787,2025-11-07,TD360060U,11,49.93,25.28,1
1788,2025-11-07,TDWFP003,56,32.46,9.59,1
1789,2025-11-07,TDWFP019,16,10.87,2.22,1
1790,2025-11-07,TDWFP014,12,35.79,22.5,1
1791,2025-11-07,TDWFP006,21,14.39,9.52,1
1792,2025-11-07,TD125030U,19,13.26,3.48,1
1793,2025-11-07,TDWFP016,13,22.8,20.75,1
1794,2025-11-07,TDWFP001,56,43.92,11.16,1
1795,2025-11-07,TDWFP022,14,43.51,7.48,1
1796,2025-11-07,TD527030U,7,19.57,10.02,1
1797,2025-11-07,TDWFP010,75,43.28,30.23,1
1798,2025-11-07,TDWFP020,10,48.09,28.37,1
1799,2025-11-07,TDWFP007,25,49.93,7.79,1
1800,2025-11-07,TD250060U,55,49.94,29.87,1
1801,2025-11-07,TDWFP008,19,45.39,12.37,1
1802,2025-11-07,TDW4680,9,33.04,1.56,1
1803,2025-11-07,TDWFP015,9,47.34,39.14,1
1804,2025-11-07,TD250120U,13,43.48,34.45,1
1805,2025-11-07,TDWFP021,22,38.1,8.81,1
1806,2025-11-07,TDWFP024,22,17.18,1.27,1
1807,2025-11-07,TDW0910,11,49.86,13.92,1
1808,2025-11-07,TDWFP023,5,13.26,7.89,1
1809,2025-11-07,TDWFP002,39,33.86,23.15,1
1810,2025-11-06,TDWFP010,83,43.28,30.23,1
1811,2025-11-06,TD125030U,11,13.26,3.48,1
1812,2025-11-06,TDWFP001,75,43.92,11.16,1
1813,2025-11-06,TDWFP016,6,22.8,20.75,1
1814,2025-11-06,TDWFP019,19,10.87,2.22,1
1815,2025-11-06,TDW4680,15,33.04,1.56,1
1816,2025-11-06,TDW0910,17,49.86,13.92,1
1817,2025-11-06,TDWFP022,24,43.51,7.48,1
1818,2025-11-06,TDWFP021,17,38.1,8.81,1
1819,2025-11-06,TD250060U,45,49.94,29.87,1
1820,2025-11-06,TD125060U,13,49.75,43.82,1
1821,2025-11-06,TDWFP015,20,47.34,39.14,1
1822,2025-11-06,TDW3670,7,18.07,15.4,1
1823,2025-11-06,TDWFP004,9,46.44,37.04,1
1824,2025-11-06,TDWFP023,4,13.26,7.89,1
1825,2025-11-06,TDWFP003,71,32.46,9.59,1
1826,2025-11-06,TD527030U,16,19.57,10.02,1
1827,2025-11-06,TDW2075,25,18.98,4.13,1
1828,2025-11-06,TDWFP008,44,45.39,12.37,1
1829,2025-11-06,TDWFP009,9,11.95,5.79,1
1830,2025-11-06,TDWFP007,23,49.93,7.79,1
1831,2025-11-06,TDWFP014,16,35.79,22.5,1
1832,2025-11-06,TDWFP020,11,48.09,28.37,1
1833,2025-11-06,TDWFP006,20,14.39,9.52,1
1834,2025-11-06,TDWFP012,8,42.57,32.61,1
1835,2025-11-06,TDWFP024,27,17.18,1.27,1
1836,2025-11-06,TDWFP002,68,33.86,23.15,1
1837,2025-11-06,TDWFP011,21,25.3,14.13,1
1838,2025-11-06,TD360060U,6,49.93,25.28,1
1839,2025-11-06,TD440060U,17,31.56,29.85,1
1840,2025-11-06,TDW2300,7,12.9,9.83,1
1841,2025-11-06,T172060U,13,17.61,7.17,1
1842,2025-11-06,TD250120U,21,43.48,34.45,1
1843,2025-11-05,TDWFP022,19,43.51,7.48,1
1844,2025-11-05,TD250120U,24,43.48,34.45,1
1845,2025-11-05,TDW2300,4,12.9,9.83,1
1846,2025-11-05,TDWFP011,12,25.3,14.13,1
1847,2025-11-05,TD125030U,16,13.26,3.48,1
1848,2025-11-05,TD360060U,5,49.93,25.28,1
1849,2025-11-05,TDW2075,16,18.98,4.13,1
1850,2025-11-05,TDWFP021,26,38.1,8.81,1
1851,2025-11-05,TDWFP019,17,10.87,2.22,1
1852,2025-11-05,TDWFP020,19,48.09,28.37,1
1853,2025-11-05,TDWFP014,19,35.79,22.5,1
1854,2025-11-05,TDW0910,29,49.86,13.92,1
1855,2025-11-05,TDW4680,16,33.04,1.56,1
1856,2025-11-05,TD250060U,59,49.94,29.87,1
1857,2025-11-05,TDWFP024,40,17.18,1.27,1
1858,2025-11-05,TDWFP023,3,13.26,7.89,1
1859,2025-11-05,TDWFP002,67,33.86,23.15,1
1860,2025-11-05,TD527030U,10,19.57,10.02,1
1861,2025-11-05,TDWFP009,11,11.95,5.79,1
1862,2025-11-05,TDWFP007,29,49.93,7.79,1
1863,2025-11-05,TDWFP015,19,47.34,39.14,1
1864,2025-11-05,TDW3670,10,18.07,15.4,1
1865,2025-11-05,TDWFP012,19,42.57,32.61,1
1866,2025-11-05,TDWFP003,69,32.46,9.59,1
1867,2025-11-05,TD125060U,10,49.75,43.82,1
1868,2025-11-05,T172060U,9,17.61,7.17,1
1869,2025-11-05,TDWFP004,10,46.44,37.04,1
1870,2025-11-05,TD440060U,21,31.56,29.85,1
1871,2025-11-05,TDWFP008,43,45.39,12.37,1
1872,2025-11-05,TDWFP016,8,22.8,20.75,1
1873,2025-11-05,TDWFP001,89,43.92,11.16,1
1874,2025-11-05,TDWFP010,99,43.28,30.23,1
1875,2025-11-05,TDWFP006,18,14.39,9.52,1
1876,2025-11-04,TDWFP023,11,13.26,7.89,1
1877,2025-11-04,TDWFP022,42,43.51,7.48,1
1878,2025-11-04,TDWFP001,112,43.92,11.16,1
1879,2025-11-04,TDWFP011,33,25.3,14.13,1
1880,2025-11-04,TDWFP012,25,42.57,32.61,1
1881,2025-11-04,TDWFP010,96,43.28,30.23,1
1882,2025-11-04,TDW3670,17,18.07,15.4,1
1883,2025-11-04,TDWFP008,49,45.39,12.37,1
1884,2025-11-04,TDW0910,25,49.86,13.92,1
1885,2025-11-04,T172060U,8,17.61,7.17,1
1886,2025-11-04,TD250060U,54,49.94,29.87,1
1887,2025-11-04,TDWFP016,10,22.8,20.75,1
1888,2025-11-04,TDW4680,33,33.04,1.56,1
1889,2025-11-04,TDWFP002,94,33.86,23.15,1
1890,2025-11-04,TD527030U,10,19.57,10.02,1
1891,2025-11-04,TDWFP007,22,49.93,7.79,1
1892,2025-11-04,TDWFP009,11,11.95,5.79,1
1893,2025-11-04,TDWFP003,151,32.46,9.59,1
1894,2025-11-04,TDWFP020,14,48.09,28.37,1
1895,2025-11-04,TD125060U,6,49.75,43.82,1
1896,2025-11-04,TDWFP004,14,46.44,37.04,1
1897,2025-11-04,TD440060U,22,31.56,29.85,1
1898,2025-11-04,TDWFP014,27,35.79,22.5,1
1899,2025-11-04,TDWFP006,17,14.39,9.52,1
1900,2025-11-04,TDWFP021,32,38.1,8.81,1
1901,2025-11-04,TDWFP024,42,17.18,1.27,1
1902,2025-11-04,TDWFP015,34,47.34,39.14,1
1903,2025-11-04,TD125030U,14,13.26,3.48,1
1904,2025-11-04,TDWFP019,24,10.87,2.22,1
1905,2025-11-04,TDW2300,3,12.9,9.83,1
1906,2025-11-04,TD250120U,26,43.48,34.45,1
1907,2025-11-04,TDW2075,20,18.98,4.13,1
1908,2025-11-04,TD360060U,6,49.93,25.28,1
1909,2025-11-03,TDWFP024,25,17.18,1.27,1
1910,2025-11-03,TDWFP009,11,11.95,5.79,1
1911,2025-11-03,TDWFP008,29,45.39,12.37,1
1912,2025-11-03,TDWFP023,10,13.26,7.89,1
1913,2025-11-03,TDWFP019,19,10.87,2.22,1
1914,2025-11-03,TD250120U,28,43.48,34.45,1
1915,2025-11-03,TDWFP015,26,47.34,39.14,1
1916,2025-11-03,TD440060U,21,31.56,29.85,1
1917,2025-11-03,T172060U,9,17.61,7.17,1
1918,2025-11-03,TDWFP007,22,49.93,7.79,1
1919,2025-11-03,TDWFP014,26,35.79,22.5,1
1920,2025-11-03,TD250060U,67,49.94,29.87,1
1921,2025-11-03,TDWFP002,64,33.86,23.15,1
1922,2025-11-03,TD125060U,7,49.75,43.82,1
1923,2025-11-03,TDWFP003,79,32.46,9.59,1
1924,2025-11-03,TDWFP022,24,43.51,7.48,1
1925,2025-11-03,TDW2075,26,18.98,4.13,1
1926,2025-11-03,TD360060U,3,49.93,25.28,1
1927,2025-11-03,TDWFP004,12,46.44,37.04,1
1928,2025-11-03,TDWFP021,26,38.1,8.81,1
1929,2025-11-03,TDW3670,19,18.07,15.4,1
1930,2025-11-03,TDWFP006,19,14.39,9.52,1
1931,2025-11-03,TDWFP011,34,25.3,14.13,1
1932,2025-11-03,TD125030U,23,13.26,3.48,1
1933,2025-11-03,TDWFP001,92,43.92,11.16,1
1934,2025-11-03,TDW2300,13,12.9,9.83,1
1935,2025-11-03,TD527030U,17,19.57,10.02,1
1936,2025-11-03,TDWFP012,12,42.57,32.61,1
1937,2025-11-03,TDW0910,21,49.86,13.92,1
1938,2025-11-03,TDW4680,36,33.04,1.56,1
1939,2025-11-03,TDWFP016,21,22.8,20.75,1
1940,2025-11-03,TDWFP010,100,43.28,30.23,1
1941,2025-11-03,TDWFP020,18,48.09,28.37,1
1942,2025-11-02,TD125060U,8,49.75,43.82,1
1943,2025-11-02,TDWFP004,19,46.44,37.04,1
1944,2025-11-02,TD440060U,18,31.56,29.85,1
1945,2025-11-02,TDW2300,12,12.9,9.83,1
1946,2025-11-02,TDWFP009,4,11.95,5.79,1
1947,2025-11-02,TD360060U,12,49.93,25.28,1
1948,2025-11-02,TDWFP007,21,49.93,7.79,1
1949,2025-11-02,T172060U,8,17.61,7.17,1
1950,2025-11-02,TD250060U,80,49.94,29.87,1
1951,2025-11-02,TDWFP006,18,14.39,9.52,1
1952,2025-11-02,TD527030U,7,19.57,10.02,1
1953,2025-11-02,TDWFP003,43,32.46,9.59,1
1954,2025-11-02,TDWFP016,11,22.8,20.75,1
1955,2025-11-02,TDWFP024,36,17.18,1.27,1
1956,2025-11-02,TDWFP002,60,33.86,23.15,1
1957,2025-11-02,TDW0910,17,49.86,13.92,1
1958,2025-11-02,TDW3670,9,18.07,15.4,1
1959,2025-11-02,TDWFP012,5,42.57,32.61,1
1960,2025-11-02,TDWFP001,78,43.92,11.16,1
1961,2025-11-02,TDW4680,21,33.04,1.56,1
1962,2025-11-02,TDWFP011,29,25.3,14.13,1
1963,2025-11-02,TDWFP019,22,10.87,2.22,1
1964,2025-11-02,TDWFP008,33,45.39,12.37,1
1965,2025-11-02,TDWFP010,85,43.28,30.23,1
1966,2025-11-02,TDW2075,18,18.98,4.13,1
1967,2025-11-02,TDWFP022,16,43.51,7.48,1
1968,2025-11-02,TDWFP014,15,35.79,22.5,1
1969,2025-11-02,TD250120U,29,43.48,34.45,1
1970,2025-11-02,TDWFP021,20,38.1,8.81,1
1971,2025-11-02,TD125030U,23,13.26,3.48,1
1972,2025-11-02,TDWFP020,17,48.09,28.37,1
1973,2025-11-02,TDWFP015,23,47.34,39.14,1
1974,2025-11-02,TDWFP023,3,13.26,7.89,1
1975,2025-11-01,TDWFP008,25,45.39,12.37,1
1976,2025-11-01,TDWFP014,16,35.79,22.5,1
1977,2025-11-01,TDWFP024,16,17.18,1.27,1
1978,2025-11-01,TDWFP006,11,14.39,9.52,1
1979,2025-11-01,T172060U,6,17.61,7.17,1
1980,2025-11-01,TDWFP021,17,38.1,8.81,1
1981,2025-11-01,TDWFP019,12,10.87,2.22,1
1982,2025-11-01,TDWFP002,49,33.86,23.15,1
1983,2025-11-01,TDW3670,9,18.07,15.4,1
1984,2025-11-01,TD360060U,7,49.93,25.28,1
1985,2025-11-01,TDWFP020,14,48.09,28.37,1
1986,2025-11-01,TDWFP009,4,11.95,5.79,1
1987,2025-11-01,TDWFP022,14,43.51,7.48,1
1988,2025-11-01,TDWFP016,3,22.8,20.75,1
1989,2025-11-01,TDWFP011,10,25.3,14.13,1
